Customer_ID,Customer_Name,Gender,Age,City,Product,Category,Quantity,Unit_Price,Discount_%,Total_Sales,Profit,Order_Date,Payment_Method,Salesperson
C0216,Ali Khan,Female,35,Hyderabad,Keyboard,Accessories,4,3463,5,13159.4,2238.18,2025-01-16,Cash,Aamir
C0217,Ayesha Khan,Male,28,Quetta,Mouse,Accessories,1,1422,10,1279.8,134.13,2025-01-07,Bank Transfer,Usman
C0218,Usman,Male,22,Faisalabad,Printer,Office,2,25283,10,45509.4,9395.74,2026-02-20,Card,Nida
C0219,Sara Ahmed,Male,47,Islamabad,Headphones,Accessories,5,5389,0,26945,4136.75,2025-05-24,Bank Transfer,Nida
C0220,Ali Khan,Male,21,Lahore,Monitor,Electronics,2,29880,10,53784,8915.16,2025-10-23,EasyPaisa,Zoya
C0221,Hina,Female,57,Karachi,Keyboard,Accessories,3,3832,0,11496,2030.03,2025-04-23,Bank Transfer,Usman
C0222,Ayesha Khan,Female,30,Quetta,Monitor,Electronics,1,30638,10,27574.2,5666.38,2025-10-02,EasyPaisa,Usman
C0223,Hassan Ali,Male,39,Rawalpindi,Laptop,Electronics,2,80737,0,161474,34278.43,2025-08-09,Card,Usman
C0224,Fatima Noor,Male,54,Rawalpindi,Headphones,Accessories,1,5180,0,5180,1255.57,2025-03-21,Card,Usman
C0225,Hamza,Male,62,Faisalabad,Mouse,Accessories,5,1612,0,8060,1982.48,2026-02-23,EasyPaisa,Nida
C0226,Ahmed Raza,Male,52,Faisalabad,Laptop,Electronics,1,84353,0,84353,21013.49,2025-07-10,EasyPaisa,Aamir
C0227,Fatima Noor,Female,57,Quetta,Printer,Office,4,23887,15,81215.8,8823.39,2025-04-01,Cash,Nida
C0228,Maryam,Female,41,Islamabad,Headphones,Accessories,4,4698,5,17852.4,4154.51,2026-05-27,JazzCash,Usman
C0229,Maryam,Female,50,Faisalabad,Keyboard,Accessories,4,3451,0,13804,3158.52,2026-05-24,Card,Zoya
C0230,Sara Ahmed,Male,20,Quetta,Keyboard,Accessories,2,3750,15,6375,1033.95,2025-01-17,EasyPaisa,Zoya
C0231,Ahmed Raza,Female,19,Islamabad,Printer,Office,5,24398,15,103691.5,23323.39,2025-12-15,JazzCash,Saad
C0232,Ayesha Khan,Male,28,Rawalpindi,Keyboard,Accessories,5,3179,0,15895,2858.69,2026-04-23,JazzCash,Aamir
C0233,Usman,Female,18,Karachi,Mouse,Accessories,3,1587,10,4284.9,471.61,2025-03-19,EasyPaisa,Usman
C0234,Usman,Female,54,Rawalpindi,Mouse,Accessories,2,1401,10,2521.8,413.03,2026-03-24,Card,Zoya
C0235,Hassan Ali,Male,27,Hyderabad,Monitor,Electronics,2,26586,5,50513.4,4559.63,2025-08-04,EasyPaisa,Usman
C0236,Bilal,Female,22,Faisalabad,Mouse,Accessories,3,1527,5,4351.95,727.33,2026-01-21,Bank Transfer,Aamir
C0237,Hassan Ali,Female,60,Faisalabad,Headphones,Accessories,2,4828,15,8207.6,1248.43,2025-10-25,JazzCash,Zoya
C0238,Bilal,Male,38,Hyderabad,Monitor,Electronics,5,30701,5,145829.75,24598.5,2025-11-21,JazzCash,Aamir
C0239,Sara Ahmed,Male,40,Rawalpindi,Mouse,Accessories,1,1559,15,1325.15,323.49,2026-05-25,Card,Aamir
C0240,Usman,Female,42,Faisalabad,Printer,Office,1,24518,5,23292.1,4319.5,2025-12-22,JazzCash,Zoya
C0241,Bilal,Female,43,Rawalpindi,Mouse,Accessories,2,1421,15,2415.7,302.94,2025-02-05,JazzCash,Saad
C0242,Ayesha Khan,Female,32,Faisalabad,Laptop,Electronics,5,81387,15,345894.75,81315.39,2025-06-13,Card,Zoya
C0243,Sara Ahmed,Female,65,Hyderabad,Laptop,Electronics,3,84067,10,226980.9,48565.25,2026-02-01,Bank Transfer,Nida
C0244,Ali Khan,Female,41,Lahore,Printer,Office,4,22251,0,89004,21287.37,2026-02-22,Bank Transfer,Aamir
C0245,Sara Ahmed,Male,25,Hyderabad,Keyboard,Accessories,1,3346,10,3011.4,612.26,2026-01-01,EasyPaisa,Saad
C0246,Bilal,Male,49,Faisalabad,Keyboard,Accessories,4,3791,15,12889.4,1816.15,2025-07-25,Bank Transfer,Zoya
C0247,Maryam,Female,51,Faisalabad,Headphones,Accessories,5,4694,10,21123,4595.11,2025-04-25,EasyPaisa,Usman
C0248,Maryam,Female,64,Rawalpindi,Mouse,Accessories,2,1396,15,2373.2,569.51,2026-05-02,JazzCash,Nida
C0249,Bilal,Female,51,Faisalabad,Printer,Office,5,25176,0,125880,24838.6,2025-10-25,Cash,Zoya
C0250,Fatima Noor,Male,64,Rawalpindi,Keyboard,Accessories,1,3691,5,3506.45,874.1,2026-05-07,Cash,Aamir
C0251,Ali Khan,Female,58,Islamabad,Headphones,Accessories,5,4656,0,23280,2989.76,2025-08-04,EasyPaisa,Nida
C0252,Sara Ahmed,Male,50,Peshawar,Printer,Office,3,22127,10,59742.9,6949.24,2025-01-24,Bank Transfer,Aamir
C0253,Sara Ahmed,Female,19,Peshawar,Printer,Office,5,25964,0,129820,28247.54,2025-12-28,Cash,Usman
C0254,Ali Khan,Female,65,Rawalpindi,Printer,Office,4,26287,0,105148,25207.66,2026-01-21,Card,Aamir
C0255,Hassan Ali,Female,40,Lahore,Monitor,Electronics,2,29926,0,59852,13378.08,2025-03-25,Card,Saad
C0256,Usman,Male,59,Faisalabad,Printer,Office,4,22908,10,82468.8,16794.41,2026-05-06,Card,Saad
C0257,Ali Khan,Female,35,Faisalabad,Monitor,Electronics,3,25672,5,73165.2,6821.23,2026-01-17,JazzCash,Nida
C0258,Bilal,Male,19,Islamabad,Keyboard,Accessories,3,3316,15,8455.8,679.3,2026-06-21,Card,Zoya
C0259,Bilal,Female,38,Quetta,Printer,Office,4,24845,5,94411,15727.3,2025-07-11,Bank Transfer,Usman
C0260,Hina,Male,23,Quetta,Keyboard,Accessories,2,3216,0,6432,1138.87,2025-05-12,Bank Transfer,Nida
C0261,Hassan Ali,Female,20,Karachi,Laptop,Electronics,4,85986,5,326746.8,63145.71,2025-06-26,EasyPaisa,Usman
C0262,Sara Ahmed,Male,33,Rawalpindi,Mouse,Accessories,4,1369,5,5202.2,742.8,2025-08-15,Bank Transfer,Nida
C0263,Usman,Male,20,Rawalpindi,Printer,Office,1,23660,0,23660,5380.86,2025-08-28,JazzCash,Aamir
C0264,Ayesha Khan,Male,59,Peshawar,Laptop,Electronics,5,80451,10,362029.5,71663.46,2025-10-22,Cash,Nida
C0265,Hassan Ali,Male,56,Islamabad,Mouse,Accessories,5,1488,5,7068,573.12,2025-10-23,JazzCash,Usman
C0266,Bilal,Female,48,Lahore,Headphones,Accessories,4,4534,10,16322.4,2611.02,2026-05-14,Bank Transfer,Nida
C0267,Zain,Female,58,Quetta,Keyboard,Accessories,1,3241,0,3241,537.54,2025-09-16,Card,Aamir
C0268,Usman,Male,45,Karachi,Monitor,Electronics,1,28344,5,26926.8,5695.73,2025-01-09,JazzCash,Saad
C0269,Ayesha Khan,Male,53,Hyderabad,Monitor,Electronics,4,28435,5,108053,18897.68,2025-09-20,EasyPaisa,Usman
C0270,Hina,Female,21,Hyderabad,Laptop,Electronics,3,91085,10,245929.5,27910.02,2025-07-24,Cash,Saad
C0271,Bilal,Male,63,Faisalabad,Mouse,Accessories,2,1470,15,2499,364.5,2025-09-14,JazzCash,Nida
C0272,Hamza,Male,57,Faisalabad,Mouse,Accessories,3,1613,0,4839,505.55,2026-05-14,Bank Transfer,Aamir
C0273,Hassan Ali,Male,34,Islamabad,Keyboard,Accessories,5,3324,10,14958,1383.23,2026-04-26,Bank Transfer,Nida
C0274,Hassan Ali,Male,28,Islamabad,Keyboard,Accessories,5,3449,5,16382.75,3951.33,2026-06-07,JazzCash,Nida
C0275,Ali Khan,Female,56,Rawalpindi,Laptop,Electronics,2,90132,0,180264,18177.61,2025-05-26,Cash,Saad
C0276,Bilal,Female,30,Karachi,Laptop,Electronics,2,87587,5,166415.3,31525.06,2025-11-14,Cash,Zoya
C0277,Sara Ahmed,Female,44,Peshawar,Headphones,Accessories,5,5208,15,22134,3572.33,2025-03-01,EasyPaisa,Aamir
C0278,Ayesha Khan,Female,63,Islamabad,Headphones,Accessories,5,4689,5,22272.75,3131.34,2026-01-03,Bank Transfer,Aamir
C0279,Fatima Noor,Male,50,Rawalpindi,Mouse,Accessories,1,1449,15,1231.65,210.77,2025-09-21,Cash,Zoya
C0280,Sara Ahmed,Female,21,Quetta,Laptop,Electronics,2,92349,0,184698,22263.66,2026-01-15,EasyPaisa,Aamir
C0281,Sara Ahmed,Female,25,Lahore,Headphones,Accessories,4,4760,15,16184,2171.65,2025-12-10,EasyPaisa,Aamir
C0282,Hina,Female,64,Quetta,Laptop,Electronics,2,77816,15,132287.2,25649.79,2025-02-26,Bank Transfer,Nida
C0283,Zain,Male,63,Lahore,Laptop,Electronics,2,91567,10,164820.6,38687.4,2025-12-15,JazzCash,Saad
C0284,Hassan Ali,Male,30,Islamabad,Printer,Office,5,25445,5,120863.75,29033.5,2025-07-31,Bank Transfer,Saad
C0285,Ali Khan,Male,62,Lahore,Laptop,Electronics,1,92004,10,82803.6,11609.08,2025-10-18,JazzCash,Saad
C0286,Ayesha Khan,Male,23,Peshawar,Laptop,Electronics,3,88379,10,238623.3,56572.81,2025-05-11,EasyPaisa,Aamir
C0287,Ayesha Khan,Male,47,Lahore,Keyboard,Accessories,1,3713,10,3341.7,774.53,2025-01-25,Cash,Aamir
C0288,Ali Khan,Male,50,Quetta,Monitor,Electronics,3,27087,15,69071.85,15121.85,2025-11-01,EasyPaisa,Zoya
C0289,Hassan Ali,Male,47,Islamabad,Monitor,Electronics,3,25837,0,77511,8142.45,2026-03-10,Card,Saad
C0290,Hina,Female,39,Hyderabad,Monitor,Electronics,4,27102,0,108408,14242.93,2025-08-29,Bank Transfer,Saad
C0291,Ayesha Khan,Male,39,Rawalpindi,Printer,Office,1,24725,5,23488.75,5361.3,2026-03-21,Card,Zoya
C0292,Bilal,Female,23,Lahore,Headphones,Accessories,5,5083,10,22873.5,2025.22,2025-03-23,Card,Zoya
C0293,Ahmed Raza,Male,26,Faisalabad,Mouse,Accessories,3,1586,5,4520.1,684.1,2026-05-13,EasyPaisa,Aamir
C0294,Maryam,Male,23,Faisalabad,Headphones,Accessories,4,5173,10,18622.8,2123.83,2025-11-13,Bank Transfer,Usman
C0295,Bilal,Female,43,Hyderabad,Laptop,Electronics,3,92583,15,236086.65,52038.69,2025-07-28,Card,Aamir
C0296,Hina,Female,22,Islamabad,Mouse,Accessories,3,1382,15,3524.1,616.98,2026-01-05,Cash,Zoya
C0297,Ayesha Khan,Male,31,Lahore,Headphones,Accessories,3,5122,0,15366,3544.92,2025-04-17,JazzCash,Saad
C0298,Zain,Male,24,Faisalabad,Printer,Office,1,22348,15,18995.8,2723.14,2026-05-26,EasyPaisa,Saad
C0299,Sara Ahmed,Male,60,Quetta,Monitor,Electronics,5,25254,15,107329.5,15590.84,2025-09-21,Card,Saad
C0300,Hassan Ali,Male,47,Lahore,Laptop,Electronics,3,86733,15,221169.15,36793.11,2025-07-02,EasyPaisa,Saad
C0301,Maryam,Male,56,Faisalabad,Printer,Office,5,22248,15,94554,13754.33,2025-06-06,Bank Transfer,Zoya
C0302,Ahmed Raza,Female,58,Faisalabad,Printer,Office,4,25777,5,97952.6,24295.66,2025-12-29,JazzCash,Aamir
C0303,Maryam,Male,65,Quetta,Headphones,Accessories,2,4781,0,9562,1089.46,2025-11-02,Bank Transfer,Usman
C0304,Hassan Ali,Male,61,Lahore,Monitor,Electronics,5,29797,10,134086.5,24475.54,2026-03-21,EasyPaisa,Usman
C0305,Fatima Noor,Male,29,Lahore,Printer,Office,4,22705,15,77197,7268.67,2025-05-27,Card,Usman
C0306,Hina,Male,36,Peshawar,Printer,Office,2,22991,10,41383.8,5968.65,2025-11-16,Bank Transfer,Saad
C0307,Zain,Female,30,Hyderabad,Printer,Office,4,23326,10,83973.6,16418.9,2025-12-09,Cash,Nida
C0308,Hassan Ali,Male,41,Lahore,Monitor,Electronics,5,30502,5,144884.5,23149.92,2025-08-05,Cash,Aamir
C0309,Usman,Female,59,Faisalabad,Mouse,Accessories,2,1632,15,2774.4,544.32,2026-04-07,Cash,Usman
C0310,Ahmed Raza,Male,31,Hyderabad,Mouse,Accessories,5,1387,15,5894.75,998.97,2025-07-23,Cash,Zoya
C0311,Usman,Male,35,Rawalpindi,Printer,Office,2,24074,5,45740.6,8208.33,2026-04-24,Card,Usman
C0312,Hamza,Male,45,Faisalabad,Headphones,Accessories,5,5446,0,27230,5195.72,2026-01-22,Cash,Saad
C0313,Fatima Noor,Male,35,Hyderabad,Mouse,Accessories,1,1520,15,1292,211.18,2025-07-07,JazzCash,Aamir
C0314,Zain,Male,23,Peshawar,Monitor,Electronics,1,26053,10,23447.7,5580.46,2026-03-18,Card,Nida
C0315,Hamza,Female,54,Lahore,Printer,Office,2,23822,15,40497.4,3578.43,2025-11-27,JazzCash,Nida
C0316,Hina,Female,46,Faisalabad,Keyboard,Accessories,2,3803,15,6465.1,1563.73,2026-05-24,Bank Transfer,Saad
C0317,Ali Khan,Female,45,Karachi,Headphones,Accessories,4,4762,15,16190.8,3861.74,2025-10-28,Cash,Saad
C0318,Zain,Male,42,Karachi,Mouse,Accessories,5,1552,0,7760,1283.87,2025-11-13,Cash,Nida
C0319,Sara Ahmed,Female,50,Lahore,Keyboard,Accessories,2,3163,10,5693.4,545.27,2026-05-10,Cash,Usman
C0320,Fatima Noor,Male,33,Rawalpindi,Laptop,Electronics,2,78417,10,141150.6,33425.62,2025-06-06,Cash,Saad
C0321,Hina,Male,62,Quetta,Keyboard,Accessories,1,3624,0,3624,878.17,2026-06-22,JazzCash,Nida
C0322,Bilal,Female,37,Faisalabad,Laptop,Electronics,5,88361,5,419714.75,34128.29,2025-12-03,EasyPaisa,Aamir
C0323,Hamza,Female,54,Hyderabad,Mouse,Accessories,3,1403,15,3577.65,738.97,2026-06-24,EasyPaisa,Usman
C0324,Fatima Noor,Male,50,Faisalabad,Keyboard,Accessories,4,3318,15,11281.2,1758.29,2026-05-03,JazzCash,Zoya
C0325,Maryam,Male,31,Lahore,Printer,Office,4,25081,0,100324,15885.02,2026-06-30,EasyPaisa,Usman
C0326,Maryam,Female,24,Quetta,Headphones,Accessories,3,4664,15,11893.2,1159.02,2025-04-25,Bank Transfer,Usman
C0327,Sara Ahmed,Male,20,Islamabad,Mouse,Accessories,1,1387,10,1248.3,200.4,2025-03-30,JazzCash,Nida
C0328,Fatima Noor,Male,55,Karachi,Headphones,Accessories,4,5274,10,18986.4,2137.88,2025-05-21,JazzCash,Zoya
C0329,Ahmed Raza,Male,49,Peshawar,Printer,Office,5,22346,10,100557,22960.35,2025-11-25,Bank Transfer,Aamir
C0330,Fatima Noor,Female,31,Islamabad,Mouse,Accessories,4,1403,10,5050.8,1127.71,2026-03-07,Card,Saad
C0331,Ayesha Khan,Female,44,Hyderabad,Monitor,Electronics,5,27940,0,139700,13393.77,2025-06-30,EasyPaisa,Saad
C0332,Fatima Noor,Female,30,Rawalpindi,Monitor,Electronics,3,28599,0,85797,8523.24,2025-07-04,Cash,Saad
C0333,Bilal,Female,35,Lahore,Keyboard,Accessories,3,3780,15,9639,2152.74,2025-05-31,EasyPaisa,Aamir
C0334,Fatima Noor,Female,41,Karachi,Mouse,Accessories,1,1533,10,1379.7,310.51,2025-05-25,Card,Usman
C0335,Hamza,Male,52,Rawalpindi,Headphones,Accessories,2,5052,0,10104,2451.92,2025-07-23,EasyPaisa,Nida
C0336,Usman,Female,46,Lahore,Printer,Office,5,25188,5,119643,23874.27,2026-03-28,Cash,Aamir
C0337,Ali Khan,Female,41,Karachi,Mouse,Accessories,5,1359,5,6455.25,832.54,2026-05-22,JazzCash,Usman
C0338,Ayesha Khan,Male,48,Quetta,Monitor,Electronics,5,25970,5,123357.5,28524.39,2025-08-09,Card,Saad
C0339,Sara Ahmed,Female,47,Hyderabad,Headphones,Accessories,5,4600,15,19550,4307.38,2025-01-30,JazzCash,Usman
C0340,Hamza,Male,24,Rawalpindi,Keyboard,Accessories,5,3305,10,14872.5,1430,2026-02-11,Bank Transfer,Nida
C0341,Ali Khan,Female,37,Rawalpindi,Laptop,Electronics,1,92823,5,88181.85,17566.64,2025-12-21,Cash,Nida
C0342,Hina,Female,52,Islamabad,Laptop,Electronics,4,79101,0,316404,53760.76,2025-12-01,Cash,Saad
C0343,Hassan Ali,Male,34,Hyderabad,Laptop,Electronics,1,90216,5,85705.2,18069.64,2025-07-09,Cash,Zoya
C0344,Ahmed Raza,Female,24,Rawalpindi,Monitor,Electronics,4,29446,15,100116.4,9978.56,2026-03-24,JazzCash,Aamir
C0345,Hamza,Male,37,Peshawar,Keyboard,Accessories,2,3674,10,6613.2,1195.36,2025-10-08,Card,Usman
C0346,Ali Khan,Female,21,Karachi,Laptop,Electronics,4,80971,5,307689.8,49695.61,2025-05-28,Card,Usman
C0347,Fatima Noor,Male,54,Karachi,Keyboard,Accessories,1,3792,15,3223.2,612.93,2026-05-30,EasyPaisa,Zoya
C0348,Maryam,Male,57,Lahore,Mouse,Accessories,2,1614,10,2905.2,271.68,2025-03-11,EasyPaisa,Nida
C0349,Sara Ahmed,Male,25,Islamabad,Mouse,Accessories,1,1395,10,1255.5,120.83,2025-10-18,Bank Transfer,Saad
C0350,Hamza,Female,38,Faisalabad,Laptop,Electronics,4,82474,5,313401.2,47635.01,2026-04-10,Cash,Aamir
C0351,Fatima Noor,Female,49,Hyderabad,Keyboard,Accessories,3,3352,10,9050.4,906.75,2025-06-11,Cash,Usman
C0352,Hina,Female,26,Lahore,Printer,Office,5,23957,15,101817.25,9105.99,2026-03-08,JazzCash,Saad
C0353,Hina,Female,26,Islamabad,Laptop,Electronics,4,87504,5,332515.2,45822.16,2025-01-31,JazzCash,Usman
C0354,Bilal,Female,57,Peshawar,Monitor,Electronics,5,29248,10,131616,28477.03,2025-11-29,Card,Aamir
C0355,Ahmed Raza,Female,44,Peshawar,Laptop,Electronics,1,82761,0,82761,17920.47,2025-12-20,Bank Transfer,Zoya
C0356,Ahmed Raza,Male,53,Rawalpindi,Monitor,Electronics,5,25857,5,122820.75,24118.93,2026-07-04,EasyPaisa,Zoya
C0357,Hina,Male,47,Islamabad,Printer,Office,3,22394,0,67182,10893.25,2025-02-11,Card,Usman
C0358,Sara Ahmed,Female,25,Karachi,Monitor,Electronics,5,30614,5,145416.5,23237.96,2025-03-31,EasyPaisa,Zoya
C0359,Sara Ahmed,Male,28,Islamabad,Headphones,Accessories,5,4552,0,22760,5033.43,2025-05-11,JazzCash,Zoya
C0360,Maryam,Male,50,Hyderabad,Monitor,Electronics,4,26758,0,107032,24575.29,2025-08-18,JazzCash,Usman
C0361,Hassan Ali,Female,32,Islamabad,Mouse,Accessories,1,1620,15,1377,180.3,2026-02-16,JazzCash,Saad
C0362,Bilal,Female,25,Karachi,Keyboard,Accessories,1,3279,10,2951.1,397.54,2025-05-09,EasyPaisa,Saad
C0363,Maryam,Male,30,Karachi,Laptop,Electronics,5,84569,15,359418.25,66631.3,2025-06-26,Cash,Zoya
C0364,Bilal,Male,35,Islamabad,Monitor,Electronics,2,25425,0,50850,12474.51,2025-05-25,Bank Transfer,Nida
C0365,Usman,Male,38,Karachi,Keyboard,Accessories,4,3823,10,13762.8,3119.4,2026-04-11,EasyPaisa,Saad
C0366,Maryam,Male,49,Quetta,Laptop,Electronics,3,92172,0,276516,45505.38,2026-05-31,Cash,Nida
C0367,Hassan Ali,Female,35,Faisalabad,Mouse,Accessories,4,1452,15,4936.8,905.21,2025-08-18,Bank Transfer,Nida
C0368,Usman,Male,56,Peshawar,Keyboard,Accessories,2,3601,15,6121.7,1521.7,2026-05-19,Cash,Saad
C0369,Ayesha Khan,Female,42,Peshawar,Headphones,Accessories,3,5019,5,14304.15,2399.57,2025-01-22,Bank Transfer,Usman
C0370,Usman,Male,59,Faisalabad,Mouse,Accessories,5,1363,15,5792.75,908.78,2025-11-20,Card,Aamir
C0371,Ahmed Raza,Female,35,Lahore,Monitor,Electronics,1,26856,0,26856,2582.96,2026-05-03,JazzCash,Nida
C0372,Hassan Ali,Female,39,Quetta,Printer,Office,2,22703,15,38595.1,8446.4,2026-06-07,Bank Transfer,Saad
C0373,Ahmed Raza,Male,23,Faisalabad,Keyboard,Accessories,5,3579,5,17000.25,2692.2,2025-05-26,JazzCash,Zoya
C0374,Zain,Female,37,Quetta,Laptop,Electronics,4,90522,10,325879.2,29239.61,2025-11-13,Cash,Usman
C0375,Ayesha Khan,Female,38,Quetta,Keyboard,Accessories,5,3411,5,16202.25,1487.44,2025-02-27,EasyPaisa,Saad
C0376,Usman,Male,23,Islamabad,Laptop,Electronics,1,87793,10,79013.7,12034.37,2025-10-20,Cash,Zoya
C0377,Zain,Male,39,Quetta,Headphones,Accessories,3,4751,10,12827.7,3108.57,2026-02-13,JazzCash,Zoya
C0378,Zain,Male,26,Hyderabad,Printer,Office,5,22818,15,96976.5,10186.51,2025-06-10,Cash,Usman
C0379,Hamza,Male,22,Faisalabad,Monitor,Electronics,1,26695,0,26695,3090.16,2026-03-16,Bank Transfer,Nida
C0380,Hina,Male,54,Peshawar,Printer,Office,4,23581,10,84891.6,8002.89,2025-06-10,JazzCash,Nida
C0381,Zain,Female,29,Peshawar,Monitor,Electronics,2,26726,15,45434.2,10679.28,2026-06-22,JazzCash,Nida
C0382,Hassan Ali,Female,38,Quetta,Mouse,Accessories,4,1362,0,5448,861.42,2025-08-19,Cash,Aamir
C0383,Ahmed Raza,Male,20,Islamabad,Monitor,Electronics,5,29805,10,134122.5,15550.71,2025-09-07,EasyPaisa,Saad
C0384,Ahmed Raza,Female,48,Hyderabad,Headphones,Accessories,4,5011,0,20044,3227.1,2025-08-16,Cash,Aamir
C0385,Zain,Female,22,Rawalpindi,Headphones,Accessories,5,5285,5,25103.75,3828.46,2025-09-23,JazzCash,Usman
C0386,Usman,Male,31,Faisalabad,Monitor,Electronics,4,30739,0,122956,11624.09,2026-01-24,Card,Zoya
C0387,Bilal,Male,23,Faisalabad,Mouse,Accessories,1,1607,5,1526.65,273.96,2026-01-17,Card,Aamir
C0388,Hamza,Male,55,Rawalpindi,Keyboard,Accessories,3,3510,10,9477,2290.88,2025-09-10,Card,Saad
C0389,Hamza,Male,44,Rawalpindi,Headphones,Accessories,1,4991,15,4242.35,537.44,2026-05-20,JazzCash,Aamir
C0390,Ayesha Khan,Male,57,Hyderabad,Monitor,Electronics,4,28226,10,101613.6,23038.53,2026-01-30,Bank Transfer,Zoya
C0391,Ahmed Raza,Male,43,Peshawar,Monitor,Electronics,1,27881,10,25092.9,3466.35,2025-08-27,Cash,Usman
C0392,Ahmed Raza,Female,25,Peshawar,Mouse,Accessories,2,1478,0,2956,648.98,2025-03-15,Bank Transfer,Saad
C0393,Bilal,Female,44,Hyderabad,Laptop,Electronics,5,83640,0,418200,73210.66,2026-03-18,EasyPaisa,Aamir
C0394,Zain,Male,45,Hyderabad,Printer,Office,5,25390,15,107907.5,16416.29,2025-07-08,Bank Transfer,Nida
C0395,Hassan Ali,Female,61,Faisalabad,Monitor,Electronics,5,25600,15,108800,18543.25,2025-05-27,Cash,Nida
C0396,Hassan Ali,Male,24,Lahore,Laptop,Electronics,1,92372,5,87753.4,13027.4,2025-06-17,Cash,Saad
C0397,Zain,Male,48,Karachi,Mouse,Accessories,3,1470,5,4189.5,361.87,2025-06-12,Bank Transfer,Aamir
C0398,Hina,Male,59,Islamabad,Headphones,Accessories,5,4588,5,21793,4085.25,2025-09-22,EasyPaisa,Zoya
C0399,Hamza,Female,44,Faisalabad,Mouse,Accessories,1,1431,10,1287.9,250.05,2026-04-13,EasyPaisa,Aamir
C0400,Maryam,Female,36,Islamabad,Monitor,Electronics,1,27709,15,23552.65,4438.11,2025-01-07,Cash,Zoya
C0401,Hamza,Male,47,Quetta,Printer,Office,3,24750,0,74250,7367.83,2026-03-19,Card,Usman
C0402,Bilal,Female,57,Lahore,Keyboard,Accessories,3,3696,15,9424.8,2245.78,2026-06-23,JazzCash,Saad
C0403,Fatima Noor,Male,42,Karachi,Keyboard,Accessories,3,3544,10,9568.8,1527.86,2026-03-17,JazzCash,Nida
C0404,Ali Khan,Male,43,Lahore,Laptop,Electronics,3,79631,15,203059.05,21489.66,2025-10-06,Bank Transfer,Zoya
C0405,Sara Ahmed,Female,62,Karachi,Laptop,Electronics,4,84244,5,320127.2,53955.57,2025-04-29,JazzCash,Zoya
C0406,Fatima Noor,Male,51,Faisalabad,Headphones,Accessories,2,5033,15,8556.1,860.8,2026-03-19,Bank Transfer,Saad
C0407,Hamza,Male,37,Lahore,Headphones,Accessories,1,5164,5,4905.8,799.75,2025-04-25,EasyPaisa,Saad
C0408,Hassan Ali,Female,44,Faisalabad,Headphones,Accessories,2,5425,5,10307.5,1172.14,2025-09-24,Card,Nida
C0409,Bilal,Male,41,Quetta,Keyboard,Accessories,1,3541,10,3186.9,642.22,2025-02-25,Card,Nida
C0410,Hassan Ali,Female,38,Peshawar,Keyboard,Accessories,4,3222,15,10954.8,2666.56,2025-07-02,EasyPaisa,Aamir
C0411,Ayesha Khan,Female,26,Hyderabad,Printer,Office,4,22096,15,75126.4,11786.02,2025-11-09,EasyPaisa,Saad
C0412,Fatima Noor,Female,23,Peshawar,Printer,Office,3,23528,15,59996.4,11851.69,2025-05-04,EasyPaisa,Usman
C0413,Maryam,Female,60,Hyderabad,Headphones,Accessories,4,4563,15,15514.2,3110.79,2025-03-17,EasyPaisa,Usman
C0414,Maryam,Male,46,Faisalabad,Headphones,Accessories,4,5405,10,19458,3274.49,2025-01-21,EasyPaisa,Nida
C0415,Hina,Male,46,Islamabad,Laptop,Electronics,2,88169,5,167521.1,24413.72,2025-06-16,Cash,Saad
C0416,Usman,Male,45,Quetta,Mouse,Accessories,2,1351,15,2296.7,398.57,2025-04-17,JazzCash,Aamir
C0417,Hassan Ali,Female,19,Faisalabad,Headphones,Accessories,4,4591,0,18364,4478.46,2026-06-10,EasyPaisa,Aamir
C0418,Ali Khan,Male,60,Lahore,Headphones,Accessories,4,5033,10,18118.8,4210.28,2025-10-06,EasyPaisa,Usman
C0419,Fatima Noor,Male,33,Lahore,Mouse,Accessories,1,1579,15,1342.15,179.5,2025-11-17,JazzCash,Zoya
C0420,Ali Khan,Male,25,Rawalpindi,Laptop,Electronics,3,90255,0,270765,50067.57,2025-04-15,JazzCash,Zoya
C0421,Maryam,Female,35,Rawalpindi,Keyboard,Accessories,4,3696,5,14044.8,1690.95,2025-03-07,Cash,Nida
C0422,Usman,Male,58,Lahore,Mouse,Accessories,5,1389,5,6597.75,546.68,2026-05-22,Card,Aamir
C0423,Usman,Female,33,Rawalpindi,Mouse,Accessories,4,1398,15,4753.2,769.97,2026-01-24,Card,Saad
C0424,Sara Ahmed,Female,60,Faisalabad,Monitor,Electronics,4,29167,5,110834.6,26205.78,2025-08-14,Bank Transfer,Aamir
C0425,Ayesha Khan,Female,37,Karachi,Keyboard,Accessories,2,3604,15,6126.8,1372.18,2025-02-02,Cash,Zoya
C0426,Fatima Noor,Female,45,Quetta,Headphones,Accessories,5,4801,10,21604.5,1792.55,2025-08-27,Bank Transfer,Saad
C0427,Fatima Noor,Male,24,Quetta,Headphones,Accessories,5,5314,10,23913,3801.69,2025-03-31,Bank Transfer,Usman
C0428,Ahmed Raza,Male,46,Faisalabad,Printer,Office,5,24408,10,109836,24959.54,2025-12-19,JazzCash,Zoya
C0429,Ahmed Raza,Male,55,Islamabad,Keyboard,Accessories,1,3802,10,3421.8,745.72,2025-04-24,EasyPaisa,Zoya
